ID,Expression,HalideResult,HalideTime
1605,( == ( max ( + ( - ( * ( / ( - ( + v0 v1 ) num1 ) num63 ) num2 ) ( / v2 num4 ) ) num3 ) ( + ( / ( - num18 v2 ) num4 ) ( * ( / ( - ( + v0 v1 ) num1 ) num63 ) num2 ) ) ) ( max ( + ( - ( * ( / ( - ( + v0 v1 ) num1 ) num63 ) num2 ) ( / v2 num4 ) ) num3 ) ( + ( / ( - num18 v2 ) num4 ) ( * ( / ( - ( + v0 v1 ) num1 ) num63 ) num2 ) ) ) ),1,93
1606,( == ( - ( * v0 num16 ) ( + ( * v1 num4 ) v2 ) ) ( - ( * v0 num16 ) ( + ( * v1 num4 ) v2 ) ) ),1,45
1607,( == ( - ( - ( / ( - ( + v0 v1 ) num1 ) num2 ) ( * v2 num63 ) ) ( / v1 num2 ) ) ( - ( - ( / ( - ( + v0 v1 ) num1 ) num2 ) ( * v2 num63 ) ) ( / v1 num2 ) ) ),1,58
1608,( == ( / ( + ( - ( / ( + ( + v0 v1 ) num23 ) num8 ) ( / v1 num8 ) ) num35 ) num32 ) ( / ( + ( - ( / ( + ( + v0 v1 ) num23 ) num8 ) ( / v1 num8 ) ) num35 ) num32 ) ),1,70
1609,( == ( - ( * ( + v0 v1 ) num8 ) num32 ) ( - ( + ( - ( * ( + v0 v1 ) num8 ) num32 ) num8 ) num1 ) ),0,53
1610,( == ( min ( / ( - ( + v0 v1 ) num1 ) num4 ) ( - ( + ( / v1 num4 ) ( * v2 num8 ) ) num1 ) ) ( min ( / ( - ( + v0 v1 ) num1 ) num4 ) ( - ( + ( / v1 num4 ) ( * v2 num8 ) ) num1 ) ) ),1,66
1611,( >= num0 ( - ( + num0 ( + ( / ( - num81 ( max ( - ( * v0 num16 ) v1 ) ( + ( * v2 num16 ) num77 ) ) ) num4 ) ( * v2 num4 ) ) ) num1 ) ),0,955
1612,( >= num0 ( - ( + num0 ( + ( - ( - ( - ( - ( / ( min ( * ( + ( + ( * ( + ( / v0 num500 ) ( * v1 num3 ) ) num2 ) ( * v2 num3 ) ) v3 ) num4 ) ( + ( * ( / ( + ( + v4 v0 ) num499 ) num500 ) num8 ) num36 ) ) num4 ) v3 ) ( * v2 num3 ) ) ( * v1 num6 ) ) ( * ( / v0 num500 ) num2 ) ) num1 ) ) num1 ) ),0,2239
1613,( == ( / ( + v0 num62 ) num63 ) ( / ( + v0 num62 ) num63 ) ),1,2409
1614,( == ( - ( - ( max ( min v0 num25 ) numneg4 ) ( * v1 num3 ) ) ( max ( min v2 num36 ) num5 ) ) ( - ( - ( max ( min v0 num25 ) numneg4 ) ( * v1 num3 ) ) ( max ( min v2 num36 ) num5 ) ) ),1,63
1615,( == ( min ( * ( / ( - ( + v0 v1 ) num1 ) num63 ) num8 ) ( + ( + ( * v2 num17 ) ( * ( / v1 num63 ) num8 ) ) num3 ) ) ( min ( * ( / ( - ( + v0 v1 ) num1 ) num63 ) num8 ) ( + ( + ( * v2 num17 ) ( * ( / v1 num63 ) num8 ) ) num3 ) ) ),1,59
1616,( >= ( / ( + ( - ( max ( + v0 v1 ) num2000 ) ( min v1 num0 ) ) num151 ) num128 ) num0 ),1,58
1617,( == ( min ( * ( / v0 num8 ) num2 ) ( + ( + ( * v1 num65 ) ( * ( / ( - v2 num2 ) num64 ) num2 ) ) num55 ) ) ( min ( * ( / v0 num8 ) num2 ) ( + ( + ( * v1 num65 ) ( * ( / ( - v2 num2 ) num64 ) num2 ) ) num55 ) ) ),1,67
1618,( >= ( max ( - numneg333 ( * v0 num32 ) ) ( + ( * v0 num32 ) num71 ) ) num0 ),0,518
1619,( == ( + ( max ( * v0 num4 ) numneg2 ) ( * ( / ( min ( * v0 num4 ) numneg2 ) num2 ) num2 ) ) ( + ( max ( * v0 num4 ) numneg2 ) ( * ( / ( min ( * v0 num4 ) numneg2 ) num2 ) num2 ) ) ),1,54
1620,( == ( + ( max ( - ( min ( / ( + ( + v0 v1 ) num129 ) num2 ) num999 ) ( max ( min ( / ( + v0 v1 ) num2 ) num999 ) num0 ) ) num0 ) ( * v2 numneg32 ) ) ( + ( max ( - ( min ( / ( + ( + v0 v1 ) num129 ) num2 ) num999 ) ( max ( min ( / ( + v0 v1 ) num2 ) num999 ) num0 ) ) num0 ) ( * v2 numneg32 ) ) ),1,106
1621,( == ( min ( / ( - ( + v0 v1 ) num1009 ) num8 ) ( + ( / v1 num8 ) ( * v2 num128 ) ) ) ( min ( / ( - ( + v0 v1 ) num1009 ) num8 ) ( + ( / v1 num8 ) ( * v2 num128 ) ) ) ),1,69
1622,( == ( min ( - num507 ( * ( + ( * v0 num16 ) v1 ) num4 ) ) ( + ( - v2 ( + ( * ( + ( * v0 num16 ) v1 ) num4 ) v3 ) ) num11 ) ) ( min ( - num507 ( * ( + ( * v0 num16 ) v1 ) num4 ) ) ( + ( - v2 ( + ( * ( + ( * v0 num16 ) v1 ) num4 ) v3 ) ) num11 ) ) ),1,97
1623,( == ( min ( * v0 num144 ) ( - v1 num144 ) ) ( min ( * v0 num144 ) ( - v1 num144 ) ) ),1,36
1624,( == ( * ( / ( * ( min ( + ( * v0 num4 ) ( + ( / v1 num8 ) num3 ) ) ( / ( + ( + v2 v1 ) num39 ) num8 ) ) num8 ) num4 ) num4 ) ( * ( min ( + ( * v0 num4 ) ( + ( / v1 num8 ) num3 ) ) ( / ( + ( + v2 v1 ) num39 ) num8 ) ) num8 ) ),1,85
1625,( == ( + ( / ( - ( / ( - ( + v0 v1 ) num1 ) num8 ) ( / v1 num8 ) ) num125 ) num1 ) ( + ( / ( - ( / ( - ( + v0 v1 ) num1 ) num8 ) ( / v1 num8 ) ) num125 ) num1 ) ),1,119
1626,( == ( max ( min ( min ( + v0 v1 ) ( + ( + ( max ( min ( * ( / v2 num8 ) num8 ) num2012 ) num13 ) v3 ) num17 ) ) num2000 ) ( min ( max ( max ( - ( max ( min ( * ( / v2 num8 ) num8 ) num2012 ) num13 ) num16 ) v1 ) num0 ) ( + ( + ( max ( min ( * ( / v2 num8 ) num8 ) num2012 ) num13 ) v3 ) num17 ) ) ) ( max ( min ( min ( + v0 v1 ) ( + ( + ( max ( min ( * ( / v2 num8 ) num8 ) num2012 ) num13 ) v3 ) num17 ) ) num2000 ) ( min ( max ( max ( - ( max ( min ( * ( / v2 num8 ) num8 ) num2012 ) num13 ) num16 ) v1 ) num0 ) ( + ( + ( max ( min ( * ( / v2 num8 ) num8 ) num2012 ) num13 ) v3 ) num17 ) ) ) ),1,155
1627,( == ( - ( - ( max v0 num0 ) ( * v1 num2 ) ) ( + ( * v2 num20 ) v3 ) ) ( - ( - ( max v0 num0 ) ( * v1 num2 ) ) ( + ( * v2 num20 ) v3 ) ) ),1,46
1628,( == ( + ( / ( - ( max ( min ( / ( - ( + v0 v1 ) num1 ) num63 ) num31 ) num0 ) ( max ( min ( / v1 num63 ) num31 ) num0 ) ) num4 ) num1 ) ( + ( / ( - ( max ( min ( / ( - ( + v0 v1 ) num1 ) num63 ) num31 ) num0 ) ( max ( min ( / v1 num63 ) num31 ) num0 ) ) num4 ) num1 ) ),1,258
1629,( != ( + ( / v0 num16 ) num1 ) num0 ),0,2374
1630,( == ( * ( / ( * v0 numneg32 ) num16 ) num16 ) ( * v0 numneg32 ) ),1,55
1631,( == ( - ( min ( - ( max ( min ( / ( + ( + v0 v1 ) num7 ) num8 ) num249 ) num0 ) ( * v2 num128 ) ) ( + ( max ( min ( / v1 num8 ) num256 ) num7 ) num120 ) ) ( + ( * v3 num16 ) ( + ( max ( min ( / v1 num8 ) num256 ) num7 ) ( * v4 num80 ) ) ) ) ( - ( min ( - ( max ( min ( / ( + ( + v0 v1 ) num7 ) num8 ) num249 ) num0 ) ( * v2 num128 ) ) ( + ( max ( min ( / v1 num8 ) num256 ) num7 ) num120 ) ) ( + ( * v3 num16 ) ( + ( max ( min ( / v1 num8 ) num256 ) num7 ) ( * v4 num80 ) ) ) ) ),1,158
1632,( && ( && ( && ( && ( && ( && num1 ( <= ( + ( * v0 num2 ) num1 ) ( + ( * v0 num2 ) num1 ) ) ) ( >= ( + ( * v0 num2 ) num2 ) ( + ( * v0 num2 ) num2 ) ) ) ( <= ( + ( + ( * num0 num4 ) ( + ( * v1 num32 ) ( + ( * v2 num64 ) v3 ) ) ) num0 ) ( + ( * v1 num32 ) ( + ( * v2 num64 ) v3 ) ) ) ) ( >= ( + ( + ( * num7 num4 ) ( + ( * v1 num32 ) ( + ( * v2 num64 ) v3 ) ) ) num3 ) ( + ( + ( * v1 num32 ) ( + ( * v2 num64 ) v3 ) ) num31 ) ) ) ( <= num0 num0 ) ) ( >= ( - ( + num161 num0 ) num1 ) ( - ( + num161 num0 ) num1 ) ) ),1,180
1633,( == ( min ( - num130 ( * v0 num17 ) ) ( + ( - ( * ( / ( - ( + v1 v2 ) num1 ) num63 ) num8 ) ( + ( * v0 num17 ) v3 ) ) num12 ) ) ( min ( - num130 ( * v0 num17 ) ) ( + ( - ( * ( / ( - ( + v1 v2 ) num1 ) num63 ) num8 ) ( + ( * v0 num17 ) v3 ) ) num12 ) ) ),1,69
1634,( == ( / ( + ( * ( - ( / ( + ( + v0 v1 ) num7 ) num504 ) ( / v1 num504 ) ) num8 ) num17 ) num9 ) ( / ( + ( * ( - ( / ( + ( + v0 v1 ) num7 ) num504 ) ( / v1 num504 ) ) num8 ) num17 ) num9 ) ),1,80
1635,( == ( + ( min v0 num0 ) ( * v1 num8 ) ) ( + ( min v0 num0 ) ( * v1 num8 ) ) ),1,30
1636,( == ( + ( * v0 num256 ) ( - ( max ( min ( + ( * v1 num500 ) v2 ) ( - ( min ( + v3 v2 ) num2499 ) num500 ) ) num0 ) ( max ( min ( + ( * v1 num500 ) v2 ) ( - ( min ( + v3 v2 ) num2000 ) num500 ) ) numneg499 ) ) ) ( + ( * v0 num256 ) ( - ( max ( min ( + ( * v1 num500 ) v2 ) ( - ( min ( + v3 v2 ) num2499 ) num500 ) ) num0 ) ( max ( min ( + ( * v1 num500 ) v2 ) ( - ( min ( + v3 v2 ) num2000 ) num500 ) ) numneg499 ) ) ) ),1,1064
1637,( == ( min ( max ( max ( / ( + ( - v0 v1 ) num3 ) num4 ) ( + ( min ( min ( + ( / ( - num33 v1 ) num4 ) ( * v2 num2 ) ) ( - ( / ( - ( + v3 v0 ) v1 ) num4 ) num1 ) ) ( / ( - ( - ( min ( + ( * v2 num8 ) num34 ) ( + v3 v0 ) ) v1 ) num1 ) num4 ) ) num1 ) ) num0 ) v4 ) ( min ( max ( max ( / ( + ( - v0 v1 ) num3 ) num4 ) ( + ( min ( min ( + ( / ( - num33 v1 ) num4 ) ( * v2 num2 ) ) ( - ( / ( - ( + v3 v0 ) v1 ) num4 ) num1 ) ) ( / ( - ( - ( min ( + ( * v2 num8 ) num34 ) ( + v3 v0 ) ) v1 ) num1 ) num4 ) ) num1 ) ) num0 ) v4 ) ),1,193
1638,( == ( - ( max ( min ( + ( * v0 num32 ) v1 ) num1214 ) num215 ) ( + ( max ( min ( + ( * v0 num32 ) v1 ) num1245 ) num246 ) ( * ( + ( * v2 num3 ) v3 ) num4 ) ) ) ( - ( max ( min ( + ( * v0 num32 ) v1 ) num1214 ) num215 ) ( + ( max ( min ( + ( * v0 num32 ) v1 ) num1245 ) num246 ) ( * ( + ( * v2 num3 ) v3 ) num4 ) ) ) ),1,130
1639,( == ( min ( + ( + ( / v0 num63 ) ( * v1 num4 ) ) num3 ) v2 ) ( min ( + ( + ( / v0 num63 ) ( * v1 num4 ) ) num3 ) v2 ) ),1,50
1640,( == ( min ( * ( - ( / ( + ( + v0 v1 ) num135 ) num128 ) ( / v1 num128 ) ) num2 ) ( + ( * v2 num2 ) num1 ) ) ( min ( * ( - ( / ( + ( + v0 v1 ) num135 ) num128 ) ( / v1 num128 ) ) num2 ) ( + ( * v2 num2 ) num1 ) ) ),1,66
1641,( == ( * ( / ( * ( % v0 ( / ( + ( * v1 num8 ) num148 ) num132 ) ) num132 ) num4 ) num4 ) ( * ( % v0 ( / ( + ( * v1 num8 ) num148 ) num132 ) ) num132 ) ),1,55
1642,( == ( * ( / ( + ( max ( min ( + ( * v1 numneg128 ) v2 ) num128 ) num0 ) ( * v1 num128 ) ) num4 ) num4 ) ( + ( max ( min ( + ( * v1 numneg128 ) v2 ) num128 ) num0 ) ( * v1 num128 ) ) ),0,952
1643,( != ( / ( + v0 num37 ) num32 ) num0 ),0,402
1644,( == ( min ( + ( + ( / v0 num4 ) ( * ( / ( - v1 num250 ) num4 ) num4 ) ) num253 ) v2 ) ( min ( + ( + ( / v0 num4 ) ( * ( / ( - v1 num250 ) num4 ) num4 ) ) num253 ) v2 ) ),1,65
1645,( < ( + v0 num4 ) ( - ( + v0 num1 ) num6 ) ),0,35
1646,( == ( - ( * ( / ( - ( + v0 v1 ) num1 ) num63 ) num2 ) ( + ( * ( / v1 num63 ) num2 ) v2 ) ) ( - ( * ( / ( - ( + v0 v1 ) num1 ) num63 ) num2 ) ( + ( * ( / v1 num63 ) num2 ) v2 ) ) ),1,73
1647,( == ( + ( / v0 num65 ) ( * v1 num2 ) ) ( + ( / v0 num65 ) ( * v1 num2 ) ) ),1,68
1648,( == ( + ( * ( / v0 num65 ) num8 ) ( * v1 num12 ) ) ( + ( * ( / v0 num65 ) num8 ) ( * v1 num12 ) ) ),1,42
1649,( <= ( max ( + ( min ( min ( min ( min ( / ( - ( - ( + v7 v4 ) ( max ( min v5 num2003 ) num4 ) ) num124 ) num128 ) ( / ( - ( - ( + v7 v4 ) ( max ( min v5 num2003 ) num4 ) ) num124 ) num128 ) ) ( / ( - ( - ( min ( max ( min ( + v6 v5 ) num1995 ) numneg4 ) ( + ( + v7 v4 ) num122 ) ) ( max ( min v5 num2003 ) num4 ) ) num119 ) num128 ) ) ( / ( - ( - ( min ( max ( min ( + v6 v5 ) num1995 ) numneg4 ) ( + ( + v7 v4 ) num122 ) ) ( max ( min v5 num2003 ) num4 ) ) num119 ) num128 ) ) ( - ( + num0 ( / ( + v3 num136 ) num128 ) ) num1 ) ) num1 ) ( min ( max ( / ( + ( - v4 ( max ( min v5 num2003 ) num4 ) ) num131 ) num128 ) num0 ) ( + ( / ( + v3 num136 ) num128 ) num0 ) ) ) ( min ( max ( / ( + ( - v4 ( max ( min v5 num2003 ) num4 ) ) num131 ) num128 ) num0 ) ( + ( / ( + v3 num136 ) num128 ) num0 ) ) ),0,3210
1650,( == ( * ( / ( * ( % v0 ( / ( + ( - v1 v2 ) num48 ) num32 ) ) numneg32 ) num4 ) num4 ) ( * ( % v0 ( / ( + ( - v1 v2 ) num48 ) num32 ) ) numneg32 ) ),1,60
1651,( == num0 ( - ( + num0 ( + ( * ( max ( * v0 num12 ) num238 ) numneg2 ) num500 ) ) num1 ) ),0,55
1652,( == ( / ( + ( * ( - ( / ( + ( + v0 v1 ) num124 ) num125 ) ( / v1 num125 ) ) num128 ) num733 ) num557 ) ( / ( + ( * ( - ( / ( + ( + v0 v1 ) num124 ) num125 ) ( / v1 num125 ) ) num128 ) num733 ) num557 ) ),1,68
1653,( >= ( + ( * ( + ( + ( + v0 v1 ) v2 ) v3 ) num8 ) num1 ) ( + ( + ( * ( + ( + ( + ( - v0 num1 ) v1 ) v2 ) v3 ) num8 ) num8 ) num1 ) ),1,115
1654,( == ( + ( * v0 num142 ) ( * ( - ( / v1 num500 ) ( / ( - ( + v2 v1 ) num1 ) num500 ) ) num512 ) ) ( + ( * v0 num142 ) ( * ( - ( / v1 num500 ) ( / ( - ( + v2 v1 ) num1 ) num500 ) ) num512 ) ) ),1,61
1655,( == ( + ( / ( max ( min v0 num1999 ) num0 ) num4 ) ( * v1 num4 ) ) ( + ( / ( max ( min v0 num1999 ) num0 ) num4 ) ( * v1 num4 ) ) ),1,45
1656,( == ( / ( + ( - ( / ( max ( min ( + v0 v1 ) num1999 ) num0 ) num16 ) ( / ( - ( max ( min v1 num2002 ) num3 ) num3 ) num16 ) ) num43 ) num42 ) ( / ( + ( - ( / ( max ( min ( + v0 v1 ) num1999 ) num0 ) num16 ) ( / ( - ( max ( min v1 num2002 ) num3 ) num3 ) num16 ) ) num43 ) num42 ) ),1,89
1657,( && ( && ( && ( && ( && ( && num1 ( <= ( + numneg4 v0 ) ( + numneg4 v0 ) ) ) ( >= ( + ( - ( - num6 num4 ) num1 ) v0 ) ( + ( - ( - num6 num4 ) num1 ) v0 ) ) ) ( <= ( + num0 ( - ( / v1 num32 ) num4 ) ) ( - ( + num0 ( / v1 num32 ) ) num4 ) ) ) ( >= ( + num3 ( + ( + ( / v1 num32 ) ( * ( / ( + ( % v1 num32 ) num124 ) num128 ) num4 ) ) num1 ) ) ( + ( + ( - ( + num4 num0 ) num1 ) ( + ( / v1 num32 ) ( * ( / ( + ( % v1 num32 ) num124 ) num128 ) num4 ) ) ) ( - ( - num6 num4 ) num1 ) ) ) ) ( <= v2 v2 ) ) ( >= v2 v2 ) ),1,231
1658,( == ( - ( + ( * v0 num4 ) v1 ) ( / ( + ( + v2 v3 ) num31 ) num32 ) ) ( - ( + ( * v0 num4 ) v1 ) ( / ( + ( + v2 v3 ) num31 ) num32 ) ) ),1,61
1659,( == ( + ( / ( - ( max ( min ( / ( + ( + v0 v1 ) num7 ) num8 ) num249 ) num0 ) ( max ( min ( / v1 num8 ) num249 ) num0 ) ) num2 ) num2 ) ( + ( / ( - ( max ( min ( / ( + ( + v0 v1 ) num7 ) num8 ) num249 ) num0 ) ( max ( min ( / v1 num8 ) num249 ) num0 ) ) num2 ) num2 ) ),1,260
1660,( == ( min ( - num48 ( * v0 num25 ) ) ( + ( - ( * ( / ( - ( + v1 v2 ) num1 ) num1000 ) num256 ) ( + ( * v0 num25 ) v3 ) ) num527 ) ) ( min ( - num48 ( * v0 num25 ) ) ( + ( - ( * ( / ( - ( + v1 v2 ) num1 ) num1000 ) num256 ) ( + ( * v0 num25 ) v3 ) ) num527 ) ) ),1,83
1661,( == ( + ( max ( * v0 num8 ) num6 ) ( * v1 num4 ) ) ( + ( max ( * v0 num8 ) num6 ) ( * v1 num4 ) ) ),1,36
1662,( == num0 ( - ( + num0 ( / ( + ( % ( + v0 v1 ) num16 ) num188 ) num64 ) ) num1 ) ),0,64
1663,( == ( - ( max ( min ( + ( * v0 num16 ) v1 ) num1102 ) num103 ) ( + ( max ( min ( + ( * v0 num16 ) v1 ) num1117 ) num118 ) ( * v2 num2 ) ) ) ( - ( max ( min ( + ( * v0 num16 ) v1 ) num1102 ) num103 ) ( + ( max ( min ( + ( * v0 num16 ) v1 ) num1117 ) num118 ) ( * v2 num2 ) ) ) ),1,100
1664,( == ( - v0 ( * v1 num266 ) ) ( - v0 ( * v1 num266 ) ) ),1,39
1665,( == ( min ( * ( / ( + v0 v1 ) num8 ) num8 ) ( + ( * ( / ( + ( + v0 v1 ) num124 ) num8 ) num8 ) num39 ) ) ( min ( * ( / ( + v0 v1 ) num8 ) num8 ) ( + ( * ( / ( + ( + v0 v1 ) num124 ) num8 ) num8 ) num39 ) ) ),1,75
1666,( == ( / ( + ( * ( - v0 v1 ) num8 ) num1091 ) num1044 ) ( / ( + ( * ( - v0 v1 ) num8 ) num1091 ) num1044 ) ),1,62
1667,( == ( * ( / ( * ( min ( + ( * v1 num16 ) ( * v2 num8 ) ) ( + ( * ( min ( + ( * v1 num2 ) v2 ) ( + v3 num3 ) ) num8 ) num12 ) ) numneg1 ) num4 ) num4 ) ( * ( min ( + ( * v1 num16 ) ( * v2 num8 ) ) ( + ( * ( min ( + ( * v1 num2 ) v2 ) ( + v3 num3 ) ) num8 ) num12 ) ) numneg1 ) ),0,1458
1668,( == ( + ( / ( - ( / ( + ( max ( min ( * ( / ( - ( + v0 v1 ) num1 ) num4 ) num8 ) num3994 ) numneg5 ) num19 ) num2 ) ( / ( - ( max ( min ( * ( / v1 num4 ) num8 ) num4012 ) num13 ) num19 ) num2 ) ) num16 ) num1 ) ( + ( / ( - ( / ( + ( max ( min ( * ( / ( - ( + v0 v1 ) num1 ) num4 ) num8 ) num3994 ) numneg5 ) num19 ) num2 ) ( / ( - ( max ( min ( * ( / v1 num4 ) num8 ) num4012 ) num13 ) num19 ) num2 ) ) num16 ) num1 ) ),1,129
1669,( == ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) num63 ) num32 ) num32 ) num1994 ) numneg5 ) ( max ( min ( * ( / v1 num32 ) num32 ) num2193 ) num194 ) ) num456 ) num251 ) ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) num63 ) num32 ) num32 ) num1994 ) numneg5 ) ( max ( min ( * ( / v1 num32 ) num32 ) num2193 ) num194 ) ) num456 ) num251 ) ),1,272
1670,( == ( - ( * ( / ( + ( + v0 v1 ) num63 ) num8 ) num8 ) ( + ( * ( + ( * v2 num17 ) v3 ) num4 ) v4 ) ) ( - ( * ( / ( + ( + v0 v1 ) num63 ) num8 ) num8 ) ( + ( * ( + ( * v2 num17 ) v3 ) num4 ) v4 ) ) ),1,77
1671,( && ( && ( && ( && ( && ( && num1 ( <= ( + ( + ( * num0 num4 ) v0 ) num0 ) ( + ( + ( * num0 num4 ) num0 ) v0 ) ) ) ( >= ( + ( + ( * num1 num4 ) v0 ) num3 ) ( + ( + ( * ( - ( + num2 num0 ) num1 ) num4 ) ( - ( + num4 num0 ) num1 ) ) v0 ) ) ) ( <= ( + num0 v1 ) ( + num0 v1 ) ) ) ( >= ( + ( - ( + num125 num0 ) num1 ) v1 ) ( + ( - ( + num125 num0 ) num1 ) v1 ) ) ) ( <= v2 v2 ) ) ( >= v2 v2 ) ),1,175
1672,( == ( + ( * v0 num19 ) ( * ( / ( - numneg16 ( % ( + ( min ( * v1 num6 ) num119 ) ( + ( min ( * v2 num125 ) ( - v3 num125 ) ) v4 ) ) num2 ) ) num2 ) num2 ) ) ( + ( * v0 num19 ) ( * ( / ( - numneg16 ( % ( + ( min ( * v1 num6 ) num119 ) ( + ( min ( * v2 num125 ) ( - v3 num125 ) ) v4 ) ) num2 ) ) num2 ) num2 ) ) ),1,96
1673,( == ( / ( + ( * ( - ( / ( + ( + v0 v1 ) num499 ) num500 ) ( / v1 num500 ) ) num8 ) num27 ) num15 ) ( / ( + ( * ( - ( / ( + ( + v0 v1 ) num499 ) num500 ) ( / v1 num500 ) ) num8 ) num27 ) num15 ) ),1,61
1674,( == ( - ( - ( + v0 v1 ) ( * v2 num125 ) ) ( + ( * v3 num500 ) v1 ) ) ( - ( - ( + v0 v1 ) ( * v2 num125 ) ) ( + ( * v3 num500 ) v1 ) ) ),1,54
1675,( == ( - v0 ( / ( + ( + v1 v2 ) num188 ) num63 ) ) ( - v0 ( / ( + ( + v1 v2 ) num188 ) num63 ) ) ),1,42
1676,( != ( / ( + v0 num48 ) num40 ) num0 ),0,344
1677,( == ( + ( min ( + ( * v0 num1000 ) v1 ) num1999 ) ( * ( / ( - ( min ( + ( * v2 num128 ) num128 ) v3 ) num1 ) num4 ) num4 ) ) ( + ( min ( + ( * v0 num1000 ) v1 ) num1999 ) ( * ( / ( - ( min ( + ( * v2 num128 ) num128 ) v3 ) num1 ) num4 ) num4 ) ) ),1,71
1678,( && ( && ( && ( && ( && ( && num1 ( <= ( + num0 ( + ( * v0 num32 ) v1 ) ) ( + ( * v0 num32 ) v1 ) ) ) ( >= ( + num3 ( + ( + ( * v0 num32 ) v1 ) num28 ) ) ( + ( + ( * v0 num32 ) num31 ) v1 ) ) ) ( <= v2 v2 ) ) ( >= ( - ( + v3 v2 ) num1 ) ( - ( + v3 v2 ) num1 ) ) ) ( <= v4 v4 ) ) ( >= v4 v4 ) ),1,145
1679,( == ( min ( + ( * v0 num4 ) v1 ) ( + ( * v2 num8 ) num74 ) ) ( min ( + ( * v0 num4 ) v1 ) ( + ( * v2 num8 ) num74 ) ) ),1,42
1680,( == ( * ( / ( min ( * v0 num16 ) num984 ) num4 ) num4 ) ( min ( * v0 num16 ) num984 ) ),1,51
1681,( == ( - ( / ( - ( + v0 v1 ) num1 ) num63 ) ( * v2 num9 ) ) ( - ( / ( - ( + v0 v1 ) num1 ) num63 ) ( * v2 num9 ) ) ),1,40
1682,( == ( min ( / ( + ( + v0 v1 ) num999 ) num4 ) ( + v2 num124 ) ) ( min ( / ( + ( + v0 v1 ) num999 ) num4 ) ( + v2 num124 ) ) ),1,59
1683,( == ( - ( max ( + ( max ( min ( + ( * v0 num125 ) v1 ) ( - ( min ( + v2 v1 ) num2000 ) num125 ) ) numneg124 ) num3 ) ( + ( min ( * v0 num125 ) ( - v2 num125 ) ) v1 ) ) ( + ( min ( min ( - ( max ( min ( + ( * v0 num125 ) v1 ) ( - ( min ( + v2 v1 ) num2124 ) num125 ) ) num0 ) num1 ) ( + ( * v0 num125 ) v1 ) ) ( - ( + v2 v1 ) num125 ) ) ( * ( + ( * v3 num3 ) v4 ) num4 ) ) ) ( - ( max ( + ( max ( min ( + ( * v0 num125 ) v1 ) ( - ( min ( + v2 v1 ) num2000 ) num125 ) ) numneg124 ) num3 ) ( + ( min ( * v0 num125 ) ( - v2 num125 ) ) v1 ) ) ( + ( min ( min ( - ( max ( min ( + ( * v0 num125 ) v1 ) ( - ( min ( + v2 v1 ) num2124 ) num125 ) ) num0 ) num1 ) ( + ( * v0 num125 ) v1 ) ) ( - ( + v2 v1 ) num125 ) ) ( * ( + ( * v3 num3 ) v4 ) num4 ) ) ) ),1,216
1684,( == ( + ( / ( - ( max ( min ( / ( + ( + v0 v1 ) num64 ) num65 ) num27 ) numneg4 ) ( max ( min ( / v1 num65 ) num34 ) num3 ) ) num2 ) num6 ) ( + ( / ( - ( max ( min ( / ( + ( + v0 v1 ) num64 ) num65 ) num27 ) numneg4 ) ( max ( min ( / v1 num65 ) num34 ) num3 ) ) num2 ) num6 ) ),1,213
1685,( == ( min ( * v0 num8 ) ( + ( * v1 num8 ) num553 ) ) ( min ( * v0 num8 ) ( + ( * v1 num8 ) num553 ) ) ),1,47
1686,( == ( * ( / ( * ( max ( + ( * v0 numneg4 ) ( - ( / ( + v1 v2 ) num8 ) num1 ) ) ( / ( + ( + v1 v2 ) num23 ) num8 ) ) numneg8 ) num8 ) num8 ) ( * ( max ( + ( * v0 numneg4 ) ( - ( / ( + v1 v2 ) num8 ) num1 ) ) ( / ( + ( + v1 v2 ) num23 ) num8 ) ) numneg8 ) ),1,99
1687,( == ( + ( / ( - ( max ( min ( / ( - ( + v0 v1 ) num1 ) num65 ) num29 ) numneg2 ) ( max ( min ( / v1 num65 ) num31 ) num0 ) ) num2 ) num3 ) ( + ( / ( - ( max ( min ( / ( - ( + v0 v1 ) num1 ) num65 ) num29 ) numneg2 ) ( max ( min ( / v1 num65 ) num31 ) num0 ) ) num2 ) num3 ) ),1,234
1688,( == ( min ( * ( min ( / ( + ( + v0 v1 ) num15 ) num4 ) ( + v2 num251 ) ) num4 ) ( + ( * ( + ( * v3 num127 ) v2 ) num4 ) num497 ) ) ( min ( * ( min ( / ( + ( + v0 v1 ) num15 ) num4 ) ( + v2 num251 ) ) num4 ) ( + ( * ( + ( * v3 num127 ) v2 ) num4 ) num497 ) ) ),1,48
1689,( == ( * ( / ( * v0 numneg18 ) num9 ) num9 ) ( * v0 numneg18 ) ),1,38
1690,( == ( - ( / ( - ( + v0 v1 ) num13 ) num8 ) ( + ( / ( + v0 v1 ) num8 ) ( * v2 num4 ) ) ) ( - ( / ( - ( + v0 v1 ) num13 ) num8 ) ( + ( / ( + v0 v1 ) num8 ) ( * v2 num4 ) ) ) ),1,61
1691,( != ( / ( + ( * v0 num32 ) num630 ) num552 ) num0 ),0,427
